ID,Name,Type,Specialty,Locality,Address,Lat,Lng,Zone,Phone,Email,Website
b3fcf29c-47fc-430b-bf2e-174ae9200134,Dr. Nachiket Pansey - best Orthopedic surgeon in jabalpur,ORTHOPEDIC_CLINIC,,Wright Town,"Anant Hospital, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1654784,79.9222821,Wright Town,093010 09494,pansey123@gmail.com,http://drnachiketpansey.com/
537f9e7c-2f4a-4e0a-90e1-2af102e04be4,DR. D.U. PATHAK,GENERAL_CLINIC,,Madan Mahal Railway Station Rd,"Shakti Apartment, Telegraph Gate No. 4, Poll No. 65, Ranital, to, Madan Mahal Railway Station Rd, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1647566,79.9216222,Wright Town,094251 52747,,http://dupathak.com/
dc569ec5-3b9c-426c-bcd2-2a25940c0cda,Dr Babu Kailash Pansey | Neurosurgeon | Anant Multispeciality Hospital,MULTISPECIALTY_HOSPITAL,,WARD,"ANANT NURSING HOMES PVT LTD, 299-B, SUBHDRA KUMARI, WARD, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1655308,79.9221869,Wright Town,074007 79494,,https://ananthospital.org/
4f82829d-ca54-4590-85ac-c092de1cb479,Sudha Multi Speciality Hospital & High Risk Pregnancy Centre,HOSPITAL,,Gole Bazar,"Prestige Poonam Archade, 837, Gole Bazar, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1685432,79.9269211,Wright Town,091110 14804,sudhamultispecialityhospital@gmail.com,http://sudhamultispecialityhospital.in/
bc2cd93b-7eae-4f72-8564-6ba6b8924b44,Mahakoshal Hospital: Best Hospital in Jabalpur,HOSPITAL,,Gau Mata Chowk,"Gate No. 3, Gau Mata Chowk, at, Mahakaushal Hospital Rd, opp. Nehru Stadium, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1644029,79.9256912,Wright Town,076124 01909,mahakoshalhospitaljabalpur@gmail.com,https://www.mahakoshalhospital.com/
16398153-3632-4cf0-9b47-e287faf19a8f,Golden Heart Hospital Jabalpur,HOSPITAL,,Wright Town,"1179/1, opp. Keshav Kutti, Wright Town, Jabalpur, Madhya Pradesh 482002",23.16671,79.925635,Wright Town,070473 34733,,http://www.goldenheart.org.in/
6e8b3a2c-c333-430f-bfba-dd4c5eccb09a,Dr. Harsha Reddy | Best Cardiologist in Jabalpur,CARDIOLOGY_CLINIC,,Ranital Chowk,"Naik Multi-speciality Hospital, Ranital Chowk, 832, Gol Bazar Rd, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1689534,79.9244197,Wright Town,091790 44472,info@nmhjabalpur.com,https://www.nmhjabalpur.com/
2e3ea4b2-3d54-4856-8e33-72cf46ac8bd2,Dr Ambuj Soni | Physician | Jabalpur,GENERAL_CLINIC,,Marble city hospital,"OPD NO 7, Medicine Department, Marble city hospital, Russel Chowk, in front of Bhavartal Garden Road, Marhatal, Jabalpur, Madhya Pradesh 482001",23.1634043,79.9328931,Wright Town,,,https://drambujsoni.whitecoats.com/
015a78ac-9c82-4d85-87d3-59c38ead5848,Agrawal Multispeciality Clinic (Dr. Bipin Agrawal - General Physician),MULTISPECIALTY_HOSPITAL,,Opposite Big Bazar South Avenue Mall,"Opposite Big Bazar South Avenue Mall, Jabalpur, Madhya Pradesh 482008",23.1233767,79.9278613,Civil Lines,080857 50706,drbipinagrawal@outlook.com,https://apnabusinesscard.com/Agrawal-Multispeciality-Clinic
9691ee07-3ae7-4eca-a708-23b6e7bb0521,Dr. Jaiswal's Clinic | General physician / Heart physician Obesity / OSA Clinic / Neurologist / Cardiologist in Jabalpur,CARDIOLOGY_CLINIC,,Home Science College Rd,"Infront of mahila thana, 1487, Home Science College Rd, Napier Town, Jabalpur, Madhya Pradesh 482002",23.1614831,79.9209061,Civil Lines,091261 11214,,
032f90cd-9a33-4ac2-84bb-5da93d294210,Dr. T. K. Saikia (General Physician),GENERAL_CLINIC,,Garha Rd,"UDAY Clinic, Near Gate, No. 1, Garha Rd, Jabalpur, Madhya Pradesh 482002",23.1694117,79.917696,Civil Lines,094243 20777,trideepranjusaikia@hotmail.com,http://jabalpurhelpline.com/dr-t-k-saikia-md-medicine
7067e7f8-e8c1-4e3a-8b3c-8c5bf5d8f618,Dr-Shubham Raj Awasthi,GENERAL_CLINIC,,Prestige Town,"N-7, near south civil LINe, Prestige Town, South Civil Lines, than, Jabalpur, Madhya Pradesh 482001",23.1624416,79.9579118,Civil Lines,094251 16016,,
e39efe8a-bd53-4c3b-80fb-c001732b3eb4,Dr Shyam Gupta,GENERAL_CLINIC,,Vijay Nagar,"315, Vijay Nagar, Jabalpur, Raksha, Madhya Pradesh 482002",23.1892584,79.904219,Civil Lines,083199 22727,,
5becf8fb-f4d6-4fc2-bd95-b70d777a8c9b,Dr. Sandhu Clinic,GENERAL_CLINIC,,Police Station,"Rada Tower shop no5 Oppposite, Ranjhi, Police Station, Jabalpur, Madhya Pradesh 482011",23.1954118,79.9969446,Civil Lines,094247 67771,help@drgssandhu.com,http://drgssandhu.com/
75917c76-e76b-4cf0-9334-477712ec180f,Dr Satija Clinic,GENERAL_CLINIC,,Ground Floor Kachna Krishna South Civil,"5X75+R3Q, Ground Floor Kachna Krishna South Civil, Jabalpur, Madhya Pradesh 482001",23.1645888,79.9577329,Civil Lines,088894 86012,,
3c3274df-b833-4baa-9006-50a8a6bb0b99,Dr. Ayush Shrivastava ( डॉ. आयुष श्रीवास्तव ),AYURVEDA_CLINIC,,Captainganj,"Healthy Minds Besides Bank of Baroda, Near, Shastri Bridge, Captainganj, Napier Town, Jabalpur, Madhya Pradesh 482001",23.1591974,79.9294847,Civil Lines,096856 83131,,https://linktr.ee/drayush
0c9394cf-6b68-4c78-919c-dd9e3d2cdb20,Pulse Clinic,GENERAL_CLINIC,,Delite Taklies Rd,"5X74+F3V, Delite Taklies Rd, Prestige Town, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1637402,79.955186,Civil Lines,,,
af9772ac-3bfb-46e8-9918-950fc7db5198,Dr. Akash Jain | Best Medical specialist and Diabetologist in jabalpur,GENERAL_CLINIC,,opposite Prem nagar,"Dashmesh dwar Madan Mahal, opposite Prem nagar, Gurudwara, Jabalpur, Madhya Pradesh 482001",23.1546153,79.9182914,Civil Lines,098933 39534,akashmodijbp@gmail.com,https://apnabusinesscard.com/Dr-Akash-Jain-%28DNB-Medicine%29
829bc045-f467-4999-800a-f614b1ed19e0,Dr Sachin Upadhyay Clinic,GENERAL_CLINIC,,Sneh Nagar Chowk,"622, Sneh Nagar Chowk, Sneh Nagar, Jabalpur, Madhya Pradesh 482002",23.1653426,79.915115,Civil Lines,072472 43640,,
33d70384-d494-42e5-a182-568afa5bdabb,Dr.Akash Guheriya,GENERAL_CLINIC,,Ahinsa Chowk,"Om sai polyclinic by pathkind labs, Ahinsa Chowk, near shalby hospital, Vijay Nagar, Jabalpur, Raksha, Madhya Pradesh 482002",23.1855427,79.9086126,Civil Lines,078690 50743,,
964ce29d-7884-481c-ad7c-01adb6792be7,Dr. Aditya Parihar (MD Medicine),GENERAL_CLINIC,,KanchGhar,"opposite bhagwan dutt school, KanchGhar, Jabalpur, Madhya Pradesh 482001",23.1800951,79.9578854,Civil Lines,093027 89333,pariharaditya1@gmail.com,https://jabalpurhelpline.com/dr-aditya-parihar-md-medicine
82cdae4c-c8f1-423f-9b68-4ef1426aa7a3,Dr. Rupanshu Mehra,GENERAL_CLINIC,,Garha Purwa Road,"Vaibhav Medicos, Garha Purwa Road, near Dhanwantari Nagar Chowk, Dhanvantari Nagar, Jabalpur, Madhya Pradesh 482003",23.1560832,79.876042,Civil Lines,090908 09015,,https://youtube.com/@drrupanshumdmedicine?si=z69IbdICgdc2TiqQ?sub_confirmation=1
62a8cbdb-d25a-4a34-abbe-643723bd72dd,Dr Rahul Kewal Kumar,GENERAL_CLINIC,,Gupteshwar Rd,"1860, Gupteshwar Rd, Gupteshwer Ward, Premnagar, Gupteshwar, Jabalpur, Madhya Pradesh 482001",23.1495119,79.9180336,Civil Lines,099077 61677,,
2624b046-f78b-4065-8663-f6e42ed224e5,Dr. Reetesh Singhai- General Physician in Jabalpur,GENERAL_CLINIC,,Trimurti Nagar,"Mahabeer Clinic House No. 311, Trimurti Nagar, Rani Durgawati Chowk, Madhya Pradesh 482002",23.1966033,79.9170492,Civil Lines,,swati.remedo@gmail.com,https://drreeteshsinghai.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu
d9d29ea5-6b60-4555-a035-79f820f34a2d,Dr. Priyanka - General Physician | Family Care Clinic,GENERAL_CLINIC,,Medical Road,"Shyam Maalguzar Parisar, Ayushi Homes, Medical Road, Shastri Nagar, Sagda, Jabalpur, Madhya Pradesh 482003",23.1393851,79.8697186,Civil Lines,092437 64252,,
9c1f0e97-3adb-4c07-858c-60b84421d5d0,Divya Family Clinic,GENERAL_CLINIC,,Ganga nagar main road,"Ganga nagar main road, Nav Nivesh Colony, Garha, Jabalpur, Madhya Pradesh 482003",23.1598751,79.8919656,Civil Lines,088188 49122,,
3a489c5c-709c-41df-8ce8-abfe772a45e5,Experienced Chest Care Specialist in Jabalpur |Sun Clinic - Dr. Nidhi Dixit,GENERAL_CLINIC,,Napier Town,"Shop No. 16, Dixit Pride, Napier Town, in front of Tyab Ali Petrol Pump, Madhya Pradesh 482001",23.1660145,79.9388979,Civil Lines,080876 01456,priyanshudixit01@gmail.com,https://sunclinicjbp.in/dr-nidhi-dixit-best-chest-care-in-jabalpur/
b25d7e3a-7c43-477b-a2fa-be90e94a68da,Dr. Abhineet Jain | Piles Specialist | Laparoscopic | Fissure | Fistula | Hernia Surgeon in Jabalpur,SURGICAL_CENTER,,Ukhri Rd,"23/A, Ukhri Rd, beside Sriram Hotel, Baldeobagh, Cherital, Jabalpur, Madhya Pradesh 482002",23.1786766,79.9235007,Civil Lines,079744 91360,abhijain2788@gmail.com,http://www.drabhineetjain.in/
884d968f-d506-496c-8b7e-3a5f12567dac,Dr. Nitin Choudhary M.D. (Consultant at Jabalpur Hospital),HOSPITAL,,Jabalpur Hospital to Shastri Bridge Rd,"Jabalpur Hospital to Shastri Bridge Rd, Napier Town, Jabalpur, Madhya Pradesh 482002",23.1622196,79.9361415,Civil Lines,,,
35fd93d0-3672-4a35-ba74-b480437165c8,Dr.Priyank Chaturvedi (M.D),GENERAL_CLINIC,,HIG 5 SHIV NAGAR,"HIG 5 SHIV NAGAR, Damoh Rd, Damoh Naka, Jabalpur, Madhya Pradesh 482002",23.1875264,79.9233695,Civil Lines,094245 20473,,
0a5106dd-bef1-44fb-a678-a6788c13fa98,𝗗.𝗥 𝗠𝘂𝗸𝗵𝗲𝗿𝗷𝗶 𝗣. 𝗚. 𝗠𝘂𝗹𝘁𝗶𝘀𝗽𝗲𝗰𝗶𝗮𝗹𝗶𝘁𝘆 𝗛𝗼𝘀𝗽𝗶𝘁𝗮𝗹 - Orthopedic Hospital in Jabalpur | Accident | Trauma Hospital in Jabalpur,HOSPITAL,,Prem Mandir Rd,"5W7F+WW8, 5W7G+R2W Near, 1933, Prem Mandir Rd, Wright Town, Jabalpur, Madhya Pradesh 482002",23.164621,79.925092,Civil Lines,0761 403 1586,,https://drmukherjipghospital.com/index.html
13292bbe-7fc1-430a-9fee-2960f8bd2b98,Dr.ashok barat,GENERAL_CLINIC,,Dr Barat Rd,"1522a, Dr Barat Rd, Napier Town, Jabalpur, Madhya Pradesh 482001",23.1607282,79.9404297,Civil Lines,,,
c63c85ab-48af-4796-884b-10c9bae755ee,Dr. Harsh Saxena (Neuro & Spine Clinic),ORTHOPEDIC_CLINIC,,Dr Radha Krishnan Chowk,"Shop No. 10, Datt Residency, Near, Dr Radha Krishnan Chowk, opp. Railway Stadium, North, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1645058,79.9457881,Civil Lines,094251 53222,dr.harshsaxena@gmail.com,https://apnabusinesscard.com/Dr-Harsh-Saxena-%28Neurosurgeon%29
92a8938b-4d0c-4a7e-b9a1-6faf44d1b15b,Dr. Pankaj Kshatriya,GENERAL_CLINIC,,Napier Town,"Shop No. 10, Siddhi Vinayak Plaza, opp. jabalpur hospital, Napier Town, Jabalpur, Madhya Pradesh 482001",23.1625978,79.9361724,Civil Lines,093027 89333,drpkshatriya@gmail.com,https://jabalpurhelpline.com/dr-pankaj-kshatriya-cardio-diabetic-and-chest-clinic
2b186818-fbee-4e45-b845-2ba3477d6ea6,Dr Sonal Sahni,GENERAL_CLINIC,,Home Science College Rd,"Best Care Hospital, Home Science College Rd, Napier Town, Jabalpur, Madhya Pradesh 482002",23.160337,79.924797,Civil Lines,097131 11311,srajwarsahni@gmail.com,https://apnabusinesscard.com/Dr-Sonal-Sahni
aec25462-63de-41b1-a49c-0c39ccc6fcbd,Sai Clinic,GENERAL_CLINIC,,South Civil Lines,"Kachnar Enclave, 1 New Sai Baba Mandir, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.161775,79.9615649,Civil Lines,099938 76213,,
3b491b22-5787-4d42-94ef-5610f86b4304,Nephrocare (Dr. Vishal Wadhera) - Best Kidney Doctor / Best Nephrologist in Jabalpur,NEPHROLOGY_CLINIC,,South Civil Lines,"Datt Residency, 1-2, opp. Railway Stadium North, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1645362,79.9456987,Civil Lines,0761 401 7781,nephrocarejbp@gmail.com,https://www.jabalpurhelpline.com/dr-vishal-wadhera-nephrocare
f7699a87-4bb6-46a0-9d3d-47f976c47508,Dr J M Nema,GENERAL_CLINIC,,Telephone Exchange Road,"Kamania Gate, Door No-259, Telephone Exchange Road, Main Road, Adhartal, behind Durga Temple, Suhagi, Jabalpur, Madhya Pradesh 482004",23.2190175,79.9583348,Civil Lines,094243 14125,,
bfa2a780-5c85-4321-8431-e00ad12ddcdc,Dr Pradeep Patel,GENERAL_CLINIC,,Gupteshwer Ward,"Gupteshwer Ward, Premnagar, Gupteshwar, Jabalpur, Madhya Pradesh 482001",23.1516907,79.9181556,Civil Lines,094254 49808,drpradeeppjbp@gmail.com,https://jabalpurhelpline.com/dr-pradeep-patel-md-medicine
3ed72002-d586-428b-8d73-ececf31cda78,Dr. Satish Asrani,GENERAL_CLINIC,,Panch Sheel Nagar,"Panch Sheel Nagar, Satyanand Vihar, Adarsh Nagar, Rampur, Jabalpur, Madhya Pradesh 482008",23.1405571,79.9257805,Civil Lines,,,
7b6c67a3-eea5-4383-b3da-4d817668c115,Dr A k Wadhwani,GENERAL_CLINIC,,Sadar Bazar,"Street Number 2, beside Shani temple, Sadar Bazar, Sadar, Jabalpur, Madhya Pradesh 482001",23.1535991,79.9455389,Civil Lines,093001 29774,,
062920f3-390d-44c9-abfe-4478cd1e7619,Dr. Ashok Roy (Roy Remedies),GENERAL_CLINIC,,near Ghamapur Square,"520 Champalal Building ,Ghamapur, next to Dubey Surgical, near Ghamapur Square, Jabalpur, Madhya Pradesh 482001",23.1761455,79.9463591,Civil Lines,094258 61861,,
8e57e25a-01b0-41c9-bcfd-229d1e22c10a,Dr. G. Shrinivas. Naidu (child specialist),PEDIATRIC_CLINIC,,Tagore Railway Colony,"21/A, near Samdariya Complex, Tagore Railway Colony, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1611605,79.9477457,Civil Lines,097555 94655,celestialshrinivas@gmail.com,https://jabalpurhelpline.com/dr-g-shrinivas-naidu-child-specialist
6dc74243-ca6d-46bf-80ce-1fcef1ae7e9e,Dr. Sachin Upadhyay- General Physician In Jabalpur,GENERAL_CLINIC,,Sneh Nagar Chowk,"Sachin Upadhyay Clinic 622, Sneh Nagar Chowk, Sneh Nagar, Damoh Rd, near Honda Showroom, Vijay Nagar, Jabalpur, Madhya Pradesh 482002",23.1773329,79.9012327,Civil Lines,,archana.ravi@remedoapp.com,https://drsachinupadhyay.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu
f0862163-7995-4ff4-a5f8-5c7ec6a2c77f,Adi Shankar Hospital,HOSPITAL,,Road,"1353, Road, near Adi Shankaracharya chowk, Gorakhpur, Thana, Jabalpur, Madhya Pradesh 482001",23.1504565,79.9271726,Civil Lines,0761 402 0108,adishankarhospital@gmail.com,https://apnabusinesscard.com/Adi-Shankar-Hospital
f28da9b2-6a43-454f-ac28-eec03f3ebd30,Dr. J.P Saraf (Child Specialist & Vaccination Centre),PEDIATRIC_CLINIC,,Govindh Bhavan Colony,"5X74+JMX, near British School Of English, Govindh Bhavan Colony, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1641159,79.9567365,Civil Lines,098270 83118,,
b7fbe31c-cd6a-4690-b4da-a783b9e97157,Dr.Ankit Yadav Clinic,GENERAL_CLINIC,,South Civil Lines,"Shop No. 4, Dutt Arcade, near Narmada Jacksons Hotel, Phase III, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1647651,79.9578158,Civil Lines,099938 79811,,
d37f2890-0188-49ce-8e17-0b4b63d93653,Dr. H.H Khan ENT hospital,HOSPITAL,,near City Hospital,"5W7V+3VX, near City Hospital, Malhotra Compound, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1627366,79.9447256,Civil Lines,076126 20789,,
feec4d1c-d488-4b9f-a664-fbd215212fb0,"Dr. Nitin Choudhary- MD (Medicine) | Diabetes, Thyroid & Endocrinology Clinic",GENERAL_CLINIC,,near Ekta Chowk,"Shop No. 3, Godawari Apartment, beside Croma, near Ekta Chowk, Vijay Nagar, Jabalpur, Madhya Pradesh 482002",23.1815787,79.9096786,Civil Lines,094296 92792,,https://drnitinchoudhary.com/
2a1229c8-8930-4427-8066-db1bf1cb607f,City Hospital and Research Center,HOSPITAL,,South Civil Lines,"South Civil Lines, Nagrath Chowk, Jabalpur, Madhya Pradesh 482001",23.1624185,79.9445541,Civil Lines,076040 44111,,https://cityhospitaljabalpur.com/
1a650e61-9d4f-4dbf-9ee6-ccd79fc24bfb,Dr. Dileep Kumar Tiwari - Sanjeevni Super Speciality Clinic | Interventional Cardiologist in Jabalpur,CARDIOLOGY_CLINIC,,Sanjivani Superspeciality Clinic Gomata Chowk,"Infront of Johri Hospital, Sanjivani Superspeciality Clinic Gomata Chowk, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1653403,79.9259833,Civil Lines,095999 34886,drdileeptiwari@gmail.com,https://apnabusinesscard.com/Dr-Dileep-Kumar-Tiwari
3441a997-d80f-4416-9947-ffbc69f8a0ca,Railway Hospital Jabalpur,HOSPITAL,,South Civil Lines,"35, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1675352,79.9523413,Civil Lines,076222 37058,,
8a719768-0692-4cc4-a287-5fddedeef73a,LARI Heart Care Centre (Dr. Ashish Tiwari),CARDIOLOGY_CLINIC,,Ekta Chowk,"Ekta Chowk, MR-4 Rd, beside Bikaner Sweets, Vijay Nagar, Jabalpur, Madhya Pradesh 482002",23.1821701,79.9095696,Civil Lines,098933 36443,,https://drashishcardio.com/
c0959fde-5917-4fdf-89ac-cfbb0dd8e26e,Dr. NISHANT JAIN,GENERAL_CLINIC,,Narmada - Gwarighat Rd,"Sukh Sagar Valley, B98, Narmada - Gwarighat Rd, Polipather, Jabalpur, Madhya Pradesh 482008",23.1159228,79.9256212,Gwarighat,,,https://www.drnishantjain.in/
3d167e99-bcc1-4c5a-b3a4-09b201fcf01c,"Dr. G. P. Pande, MD",GENERAL_CLINIC,,Gwarighat Rd,"Triveni Green Residency, D 4, Gwarighat Rd, Bhim Nagar, Polipather, Jabalpur, Madhya Pradesh 482008",23.1206199,79.9241409,Gwarighat,078986 94472,,
f623e90a-f4da-47fa-8c9b-08f4c234f668,Doctors,GENERAL_CLINIC,,Gwarighat Main Rd,"Gwarighat Main Rd, beside Sai temple, Bhim Nagar, Narmada Nagar, Jabalpur, Madhya Pradesh 482008",23.1174697,79.9246318,Gwarighat,093001 29774,,
4e830d77-e674-404c-8f8c-ae24fc585fb4,DR. S.N. Bose Hospital,HOSPITAL,,Gwarighat,"4WFG+2QP, Polipathar Larkug, Gwarighat, Jabalpur, Madhya Pradesh 482008",23.1225823,79.9269466,Gwarighat,,,
5a1301ea-1433-42e6-82d5-d6ff2d079342,Dr.Sanjay Yadav M.D.,GENERAL_CLINIC,,Awadhpuri Colony,"Plot No. 27, Narmada Hills, Awadhpuri Colony, Gwarighat, Jabalpur, Madhya Pradesh 482008",23.113409,79.9265899,Gwarighat,,,
6bec4d80-06df-4879-a52b-7beda9d50733,"Dr.Siddharth Budhauliya, Dhanvantari Clinic",GENERAL_CLINIC,,Gwarighat Rd,"131, Gwarighat Rd, Bhim Nagar, Narmada Nagar, Jabalpur, Madhya Pradesh 482008",23.1176278,79.9239174,Gwarighat,,,
d81b874d-1a53-4c5e-aca0-0c6edf553f93,Ortho And Family Care Clinic,ORTHOPEDIC_CLINIC,,Narmada Rd,"4WCG+MQJ, Narmada Rd, Bhim Nagar, Gwarighat, Jabalpur, Madhya Pradesh 482008",23.12171,79.9268939,Gwarighat,098981 41201,,
c8fef164-0ffe-4723-a665-eae9a93c755e,Faith Poly-Clinic Gwarighat Road Jabalpur,GENERAL_CLINIC,,Gwarighat Rd,"2737, Gwarighat Rd, beside Uco Bank, Near Bigbazar, Bhim Nagar, Polipather, Jabalpur, Madhya Pradesh 482008",23.1232288,79.927802,Gwarighat,093027 89333,faithpolyclinicjbp@gmail.com,https://jabalpurhelpline.com/faith-poly-clinic-gwarighat-road
